feta_cheese,420
horseradish,339
lima_bean,117
wheat_bread,67
green_bell_pepper,1980
bell_pepper,3751
sage,730
sour_milk,45
sesame_seed,364
beef_liver,7
cardamom,165
lilac_flower_oil,1
wood,30
kumquat,21
rosemary,1387
fig,78
tea,77
seaweed,13
apricot,458
chickpea,227
citrus,90
cabbage,596
smoked_sausage,218
mozzarella_cheese,764
oatmeal,52
tomato,5822
cilantro,892
peanut_butter,917
cocoa,4338
parsnip,102
champagne_wine,75
turnip,114
guava,8
squid,21
rutabaga,21
cottage_cheese,258
sour_cherry,32
chive,1033
lingonberry,3
cream_cheese,2567
sesame_oil,330
passion_fruit,15
roasted_beef,163
lemon,2221
violet,4
wheat,16532
bean,1177
buckwheat,19
nutmeg,2120
ginger,2254
tabasco_pepper,800
pumpkin,589
salmon_roe,4
lemon_peel,508
carrot,2333
pear_brandy,8
cured_pork,170
yam,64
muscat_grape,1
pelargonium,1
red_wine,823
chicory,61
thyme,2241
grape,283
berry,157
kohlrabi,3
raisin,1445
vinegar,5666
roasted_almond,2
turkey,736
camembert_cheese,4
bone_oil,7
black_tea,24
beer,229
fennel,471
coconut_oil,13
prickly_pear,6
savory,87
currant,143
kale,59
pork_liver,3
clam,211
caviar,16
spearmint,4
peach,476
artichoke,256
onion,12311
parsley,3683
almond,1658
rum,463
chamomile,2
mustard,3476
jasmine,4
corn_flake,211
barley,162
broccoli,744
ham,944
celery_oil,825
ouzo,1
truffle,24
pork,1300
cacao,32
mandarin_peel,2
starch,1920
cayenne,3897
elderberry,4
anise,124
rhubarb,155
provolone_cheese,107
lentil,150
gelatin,1274
litchi,7
leaf,2
oregano,1938
sumac,4
cassava,2
tangerine,21
vegetable,818
lime,702
porcini,44
mace,89
lemongrass,30
cherry_brandy,18
coriander,707
lemon_juice,3755
squash,433
brussels_sprout,77
buttermilk,1418
tuna,318
gin,62
romano_cheese,124
beet,154
radish,108
bergamot,6
malt,28
walnut,2444
apple_brandy,25
tomato_juice,133
coconut,1361
pork_sausage,941
melon,134
shellfish,1
cod,93
black_bean,222
fish,656
geranium,1
leek,224
munster_cheese,24
frankfurter,26
sweet_potato,427
mutton,2
roasted_hazelnut,1
rye_flour,92
roasted_meat,14
palm,17
chervil,21
coffee,568
vegetable_oil,7808
milk_fat,562
mung_bean,1
cognac,23
anise_seed,23
orange_peel,423
oyster,162
green_tea,12
gruyere_cheese,19
olive_oil,5553
egg_noodle,236
banana,885
roasted_pork,93
bartlett_pear,17
celery,2991
blackberry,142
white_wine,1291
catfish,59
cabernet_sauvignon_wine,13
bread,3411
concord_grape,12
apple,2129
plum,178
sturgeon_caviar,1
chicken,3737
whiskey,122
pimento,217
kidney_bean,288
soybean,330
bourbon_whiskey,147
brown_rice,287
chicken_broth,2252
katsuobushi,1
smoke,308
scallop,161
shrimp,790
dill,879
mandarin,268
goat_cheese,163
peppermint_oil,8
chicken_liver,25
rose,26
beef,3139
pear,299
cucumber,1212
blueberry,441
scallion,2293
egg,16738
mussel,46
kiwi,74
smoked_fish,6
corn_grit,108
pistachio,130
wine,486
meat,654
garlic,10101
wasabi,44
cheese,1871
soybean_oil,2
orange_flower,4
peanut,337
cherry,970
olive,1018
turmeric,623
brandy,262
grape_juice,572
root,36
lime_juice,766
blue_cheese,331
chayote,14
orange_juice,1445
juniper_berry,9
popcorn,92
vanilla,8081
marjoram,440
black_raspberry,8
parmesan_cheese,2014
mango,249
mushroom,2506
beef_broth,419
lettuce,713
strawberry,948
licorice,18
crab,449
honey,1955
nectarine,45
liver,24
pea,751
black_pepper,6254
black_mustard_seed_oil,3
hop,2
nut,764
butter,17088
okra,81
jasmine_tea,1
blackberry_brandy,3
hazelnut,161
endive,54
lard,2552
flower,18
caraway,117
milk,10996
bitter_orange,51
pineapple,1490
huckleberry,9
seed,935
condiment,5
watercress,94
roasted_peanut,103
orange,1302
fruit,375
brassica,63
macadamia_nut,99
cumin,1449
tarragon,355
white_bread,284
bacon,1717
cream,8124
tequila,74
cauliflower,252
pepper,7000
roasted_sesame_seed,58
shiitake,115
oat,1216
carnation,3
baked_potato,8
laurel,2
raspberry,681
rice,1720
cider,966
port_wine,35
macaroni,1924
basil,2414
cane_molasses,6876
haddock,18
carob,7
galanga,5
mint,487
quince,13
red_kidney_bean,50
potato_chip,64
cashew,149
roasted_pecan,1
smoked_salmon,64
sauerkraut,126
saffron,61
sunflower_oil,1
rye_bread,73
clove,7
roquefort_cheese,16
mate,1
angelica,1
peanut_oil,100
armagnac,4
sake,135
salmon,345
lavender,36
swiss_cheese,458
herring,3
avocado,318
sherry,394
potato,2562
maple_syrup,453
corn,3428
date,314
papaya,29
lamb,210
pecan,2075
balm,3
lime_peel_oil,68
cheddar_cheese,2417
thai_pepper,29
prawn,17
zucchini,759
tamarind,1419
lovage,133
asparagus,309
yogurt,700
sassafras,18
lobster,90
cranberry,871
yeast,2811
veal,74
soy_sauce,1620
whole_grain_wheat_flour,614
bay,906
black_currant,8
fenugreek,509
cinnamon,4566
cereal,198
shallot,721
grapefruit,91
star_anise,37
watermelon,88
roasted_nut,1
chinese_cabbage,1
peppermint,139
