banana,4
goat_cheese,1
date,19
cardamom,26
lima_bean,1
celery,25
white_wine,20
peach,1
catfish,1
cabernet_sauvignon_wine,1
green_bell_pepper,10
bread,70
sage,7
apple,31
sesame_seed,26
chicken,64
whiskey,1
horseradish,9
kidney_bean,2
soybean,4
rosemary,17
fig,10
tea,3
chicken_broth,57
smoke,5
scallop,1
apricot,30
chickpea,35
artichoke,6
citrus,1
cabbage,6
egg_noodle,10
mozzarella_cheese,5
mandarin,2
plum,14
coconut,9
cocoa,23
chicken_liver,3
rose,18
parsnip,8
pear,7
cucumber,33
turnip,8
champagne_wine,1
almond,52
rutabaga,1
cottage_cheese,6
sour_cherry,1
chive,13
scallion,57
egg,239
cream_cheese,9
yogurt,57
quince,3
pineapple,3
roasted_beef,3
pistachio,21
lemon,88
caviar,1
wine,8
bean,9
buckwheat,1
saffron,16
meat,12
garlic,212
ginger,37
tabasco_pepper,1
cheese,8
pumpkin,4
lemon_peel,26
olive,25
carrot,63
turmeric,35
okra,1
cauliflower,5
root,3
lime_juice,12
cranberry,3
bell_pepper,68
red_wine,30
chicory,1
vinegar,42
smoked_salmon,2
grape,2
berry,1
kohlrabi,1
vanilla,45
marjoram,5
sunflower_oil,1
raisin,40
parmesan_cheese,7
turkey,3
mango,1
mushroom,8
beef_broth,5
lettuce,16
bone_oil,4
crab,1
honey,43
leaf,1
liver,1
beer,1
pea,10
fennel,10
asparagus,10
black_pepper,145
lemongrass,2
beef,48
savory,1
currant,6
nut,26
brandy,11
lime,5
orange_flower,3
blackberry,4
hazelnut,9
feta_cheese,15
endive,2
lard,16
flower,1
brown_rice,1
dill,39
onion,221
caraway,10
parsley,134
milk,43
rum,3
lemon_juice,160
mustard,6
seed,21
condiment,2
watercress,2
orange,36
broccoli,2
fruit,5
corn_flake,2
brassica,2
cumin,115
tarragon,5
cream,44
pork,2
oat,1
pepper,87
starch,31
avocado,3
shiitake,1
shrimp,4
rhubarb,2
lentil,10
raspberry,7
chervil,2
gelatin,3
rice,27
cider,4
wheat,272
macaroni,12
basil,14
oregano,19
sumac,9
tomato,110
leek,21
mint,73
cane_molasses,35
vegetable,23
cashew,2
thyme,35
porcini,4
nutmeg,17
mace,3
vegetable_oil,132
clove,1
roasted_sesame_seed,26
tuna,2
thai_pepper,2
peanut_oil,3
squash,12
milk_fat,13
salmon,4
coriander,58
orange_juice,35
beet,8
radish,5
malt,1
walnut,51
sherry,4
potato,48
maple_syrup,2
corn,13
cayenne,73
grapefruit,1
pork_sausage,1
melon,1
tangerine,1
lamb,48
pecan,11
cod,2
black_bean,1
cheddar_cheese,1
fish,20
cherry,1
zucchini,30
black_tea,1
tamarind,2
grape_juice,8
barley,3
sweet_potato,15
rye_flour,4
yeast,21
veal,6
white_bread,1
soy_sauce,4
whole_grain_wheat_flour,8
butter,165
tomato_juice,3
coffee,9
fenugreek,14
cinnamon,124
cilantro,65
shallot,12
strawberry,17
anise_seed,1
star_anise,1
orange_peel,15
bay,22
yam,7
olive_oil,262
smoked_sausage,1
